                    1   3.2383398606881717E-009   2.2186142755323893E-012  -1.0008565291164692E-002   9.9999987646591966E-003   0.0000000000000000     
                    2   3.2383223429308706E-009   2.2185982007768979E-012  -1.0008555388180259E-002   9.9999888819500126E-003   0.0000000000000000     
                    3   3.2382873077747715E-009   2.2185660516834297E-012  -1.0008535582307751E-002   9.9999691166277084E-003   0.0000000000000000     
                    4   3.2382347559391776E-009   2.2185178290890818E-012  -1.0008505873741167E-002   9.9999394688856935E-003   0.0000000000000000     
                    5   3.2381646885014171E-009   2.2184535342480280E-012  -1.0008466262770625E-002   9.9998999390132053E-003   0.0000000000000000     
                    6   3.2380771068979865E-009   2.2183731688325084E-012  -1.0008416749783009E-002   9.9998505273959475E-003   0.0000000000000000     
                    7   3.2379720129244704E-009   2.2182767349327079E-012  -1.0008357335261928E-002   9.9997912345160603E-003   0.0000000000000000     
                    8   3.2378494087353951E-009   2.2181642350566328E-012  -1.0008288019787698E-002   9.9997220609520984E-003   0.0000000000000000     
                    9   3.2377092968441787E-009   2.2180356721299769E-012  -1.0008208804037331E-002   9.9996430073790079E-003   0.0000000000000000     
                   10   3.2375516801229669E-009   2.2178910494959693E-012  -1.0008119688784501E-002   9.9995540745681163E-003   0.0000000000000000     
                   11   3.2373765618026026E-009   2.2177303709152027E-012  -1.0008020674899540E-002   9.9994552633871046E-003   0.0000000000000000     
                   12   3.2371839454723870E-009   2.2175536405654417E-012  -1.0007911763349404E-002   9.9993465747999916E-003   0.0000000000000000     
                   13   3.2369738350799777E-009   2.2173608630414093E-012  -1.0007792955197659E-002   9.9992280098671060E-003   0.0000000000000000     
                   14   3.2367462349312240E-009   2.2171520433545542E-012  -1.0007664251604443E-002   9.9990995697450610E-003   0.0000000000000000     
                   15   3.2365011496900282E-009   2.2169271869327943E-012  -1.0007525653826453E-002   9.9989612556867311E-003   0.0000000000000000     
                   16   3.2362385843780489E-009   2.2166862996202423E-012  -1.0007377163216900E-002   9.9988130690412125E-003   0.0000000000000000     
                   17   3.2359585443745899E-009   2.2164293876769065E-012  -1.0007218781225484E-002   9.9986550112537969E-003   0.0000000000000000     
                   18   3.2356610354163160E-009   2.2161564577783740E-012  -1.0007050509398353E-002   9.9984870838659336E-003   0.0000000000000000     
                   19   3.2353460635970063E-009   2.2158675170154716E-012  -1.0006872349378073E-002   9.9983092885151930E-003   0.0000000000000000     
                   20   3.2350136353673833E-009   2.2155625728939042E-012  -1.0006684302903581E-002   9.9981216269352247E-003   0.0000000000000000     
                   21   3.2346637575347469E-009   2.2152416333338744E-012  -1.0006486371810142E-002   9.9979241009557178E-003   0.0000000000000000     
                   22   3.2342964372627160E-009   2.2149047066696801E-012  -1.0006278558029309E-002   9.9977167125023525E-003   0.0000000000000000     
                   23   3.2339116820710010E-009   2.2145518016492906E-012  -1.0006060863588873E-002   9.9974994635967564E-003   0.0000000000000000     
                   24   3.2335094998349648E-009   2.2141829274339029E-012  -1.0005833290612812E-002   9.9972723563564528E-003   0.0000000000000000     
                   25   3.2330899121465240E-009   2.2137980935972063E-012  -1.0005595841321246E-002   9.9970353929948116E-003   0.0000000000000000     
                   26   3.2326529386804888E-009   2.2133973101217591E-012  -1.0005348518030236E-002   9.9967885758208558E-003   0.0000000000000000     
                   27   3.2321985654212564E-009   2.2129805874036662E-012  -1.0005091323151697E-002   9.9965319072391721E-003   0.0000000000000000     
                   28   3.2317268016609884E-009   2.2125479362510844E-012  -1.0004824259193506E-002   9.9962653897500160E-003   0.0000000000000000     
                   29   3.2312376570457902E-009   2.2120993678828527E-012  -1.0004547328759451E-002   9.9959890259492604E-003   0.0000000000000000     
                   30   3.2307311415751576E-009   2.2116348939279195E-012  -1.0004260534549163E-002   9.9957028185283375E-003   0.0000000000000000     
                   31   3.2302072656016298E-009   2.2111545264247517E-012  -1.0003963879358055E-002   9.9954067702741640E-003   0.0000000000000000     
                   32   3.2296660398303608E-009   2.2106582778207206E-012  -1.0003657366077244E-002   9.9951008840690747E-003   0.0000000000000000     
                   33   3.2291074753186522E-009   2.2101461609714704E-012  -1.0003340997693486E-002   9.9947851628907521E-003   0.0000000000000000     
                   34   3.2285315834754972E-009   2.2096181891402654E-012  -1.0003014777289095E-002   9.9944596098121494E-003   0.0000000000000000     
                   35   3.2279383760610906E-009   2.2090743759973174E-012  -1.0002678708041878E-002   9.9941242280014182E-003   0.0000000000000000     
                   36   3.2273278651863652E-009   2.2085147356190924E-012  -1.0002332793225042E-002   9.9937790207218283E-003   0.0000000000000000     
                   37   3.2267000633124765E-009   2.2079392824875981E-012  -1.0001977036207125E-002   9.9934239913316899E-003   0.0000000000000000     
                   38   3.2260549832502568E-009   2.2073480314896511E-012  -1.0001611440451912E-002   9.9930591432842684E-003   0.0000000000000000     
                   39   3.2253926381597063E-009   2.2067409979161229E-012  -1.0001236009518345E-002   9.9926844801276997E-003   0.0000000000000000     
                   40   3.2247130415494793E-009   2.2061181974611683E-012  -1.0000850747060440E-002   9.9923000055049081E-003   0.0000000000000000     
                   41   3.2240162072762676E-009   2.2054796462214307E-012  -1.0000455656827195E-002   9.9919057231535133E-003   0.0000000000000000     
                   42   3.2233021495442062E-009   2.2048253606952302E-012  -1.0000050742662501E-002   9.9915016369057398E-003   0.0000000000000000     
                   43   3.2225708829043756E-009   2.2041553577817298E-012  -9.9996360085050483E-003   9.9910877506883232E-003   0.0000000000000000     
                   44   3.2218224222541271E-009   2.2034696547800836E-012  -9.9992114583882276E-003   9.9906640685224167E-003   0.0000000000000000     
                   45   3.2210567828364786E-009   2.2027682693885640E-012  -9.9987770964400334E-003   9.9902305945234887E-003   0.0000000000000000     
                   46   3.2202739802394816E-009   2.2020512197036694E-012  -9.9983329268829649E-003   9.9897873329012291E-003   0.0000000000000000     
                   47   3.2194740303955816E-009   2.2013185242192123E-012  -9.9978789540339195E-003   9.9893342879594418E-003   0.0000000000000000     
                   48   3.2186569495809354E-009   2.2005702018253888E-012  -9.9974151823040910E-003   9.9888714640959404E-003   0.0000000000000000     
                   49   3.2178227544148147E-009   2.1998062718078264E-012  -9.9969416161988615E-003   9.9883988658024444E-003   0.0000000000000000     
                   50   3.2169714618587842E-009   2.1990267538466147E-012  -9.9964582603176925E-003   9.9879164976644664E-003   0.0000000000000000     
                   51   3.2161030892161364E-009   2.1982316680153166E-012  -9.9959651193540066E-003   9.9874243643612044E-003   0.0000000000000000     
                   52   3.2152176541310782E-009   2.1974210347799574E-012  -9.9954621980950856E-003   9.9869224706654238E-003   0.0000000000000000     
                   53   3.2143151745881081E-009   2.1965948749980452E-012  -9.9949495014219451E-003   9.9864108214433485E-003   0.0000000000000000     
                   54   3.2133956689112562E-009   2.1957532099175361E-012  -9.9944270343092223E-003   9.9858894216545372E-003   0.0000000000000000     
                   55   3.2124591557631961E-009   2.1948960611756245E-012  -9.9938948018250540E-003   9.9853582763517693E-003   0.0000000000000000     
